Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Intron	chr6	022338869	022342657	uc009bay.1	Fam3c	-	+15318	Mus musculus family with sequence similarity 3, member C (Fam3c), mRNA.	NA	NA
Intron	chr6	022343219	022345145	uc009bay.1	Fam3c	-	+11899	Mus musculus family with sequence similarity 3, member C (Fam3c), mRNA.	NA	NA
Intron	chr6	022349986	022352266	uc009bay.1	Fam3c	-	+4955	Mus musculus family with sequence similarity 3, member C (Fam3c), mRNA.	NA	NA
Intron	chr6	022349986	022352266	uc009bay.1	Fam3c	-	+4955	Mus musculus family with sequence similarity 3, member C (Fam3c), mRNA.	NA	NA
Upstream	chr6	022355620	022356741	uc009bay.1	Fam3c	-	-0099	Mus musculus family with sequence similarity 3, member C (Fam3c), mRNA.	NA	NA
Intron	chr6	023097077	023097575	uc009bbc.2	Aass	-	+35660	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023098545	023098823	uc009bbc.2	Aass	-	+34302	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023114561	023115588	uc009bbc.2	Aass	-	+17912	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023124938	023125167	uc009bbc.2	Aass	-	+7934	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023126138	023127140	uc009bbc.2	Aass	-	+6347	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023127515	023127769	uc009bbc.2	Aass	-	+5344	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023129109	023134032	uc009bbc.2	Aass	-	+1416	Mus musculus aminoadipate-semialdehyde synthase (Aass), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr6	023388045	023388395	uc009bbf.2	Cadps2	-	+451201	Mus musculus Ca2+-dependent activator protein for secretion 2 (Cadps2), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr6	023838681	023839434	uc009bbf.2	Cadps2	-	+0364	Mus musculus Ca2+-dependent activator protein for secretion 2 (Cadps2), transcript variant 1, mRNA.	NA	NA
Upstream	chr6	024527140	024528295	uc009bbs.1	Ndufa5	-	-0030	Mus musculus NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 (Ndufa5), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
3'UTR	chr6	024570572	024572374	uc009bbt.2	Asb15	+	+43330	Mus musculus ankyrin repeat and SOCS box-containing 15 (Asb15), mRNA.	NA	NA
Intron	chr6	024657406	024658625	uc009bbv.2	Wasl	-	+6980	Mus musculus Wiskott-Aldrich syndrome-like (human) (Wasl), transcript variant 1, mRNA.	NA	NA
Intron	chr6	024661281	024665594	uc009bbv.2	Wasl	-	+1558	Mus musculus Wiskott-Aldrich syndrome-like (human) (Wasl), transcript variant 1, mRNA.	NA	NA
Intron	chr6	024661281	024665594	uc009bbv.2	Wasl	-	+1558	Mus musculus Wiskott-Aldrich syndrome-like (human) (Wasl), transcript variant 1, mRNA.	NA	NA
Intron	chr6	024661281	024665594	uc009bbv.2	Wasl	-	+1558	Mus musculus Wiskott-Aldrich syndrome-like (human) (Wasl), transcript variant 1, mRNA.	NA	NA
Upstream	chr6	025808819	025809844	uc009bce.1	Pot1a	-	-0105	Mus musculus protection of telomeres 1A (Pot1a), mRNA.	NA	NA
Intron	chr6	027661420	027662775	uc009bck.1	Grm8	-	+472272	Mus musculus glutamate receptor, metabotropic 8 (Grm8), mRNA.	NA	NA
Intron	chr6	027820071	027820282	uc009bck.1	Grm8	-	+314193	Mus musculus glutamate receptor, metabotropic 8 (Grm8), mRNA.	NA	NA
Intron	chr6	028030743	028033318	uc009bck.1	Grm8	-	+102339	Mus musculus glutamate receptor, metabotropic 8 (Grm8), mRNA.	NA	NA
Intron	chr6	028261136	028262552	uc009bcn.1	Zfp800	-	+136131	Mus musculus zinc finger protein 800 (Zfp800), mRNA.	NA	NA
Intron	chr6	028421070	028422521	uc009bcp.2	Gcc1	-	+6595	Mus musculus golgi coiled coil 1 (Gcc1), mRNA.	NA	NA
Intron	chr6	028423168	028424438	uc009bcq.1	Arf5	+	+0164	Mus musculus ADP-ribosylation factor 5 (Arf5), mRNA.	NA	NA
Intron	chr6	028424770	028425179	uc009bcq.1	Arf5	+	+1335	Mus musculus ADP-ribosylation factor 5 (Arf5), mRNA.	NA	NA
Upstream	chr6	028479354	028479988	uc009bct.1	Snd1	+	-0676	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028480371	028481131	uc009bct.1	Snd1	+	+0404	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028502947	028503250	uc009bct.1	Snd1	+	+22751	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028504282	028505221	uc009bct.1	Snd1	+	+24404	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028730865	028732054	uc009bct.1	Snd1	+	+251112	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028734206	028734681	uc009bct.1	Snd1	+	+254096	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028736494	028737657	uc009bct.1	Snd1	+	+256728	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	028758070	028758943	uc009bct.1	Snd1	+	+278159	Mus musculus staphylococcal nuclease and tudor domain containing 1 (Snd1), mRNA.	NA	NA
Intron	chr6	029145475	029146194	uc009bcy.2	Rbm28	-	+18890	Mus musculus RNA binding motif protein 28 (Rbm28), mRNA.	NA	NA
Intron	chr6	029164376	029164582	uc009bcy.2	Rbm28	-	+0245	Mus musculus RNA binding motif protein 28 (Rbm28), mRNA.	NA	NA
Intron	chr6	029211534	029212296	uc009bdb.1	Impdh1	-	+4435	Mus musculus inosine 5'-phosphate dehydrogenase 1 (Impdh1), mRNA.	NA	NA
Exon/CD	chr6	029215930	029216266	uc009bdb.1	Impdh1	-	+0252	Mus musculus inosine 5'-phosphate dehydrogenase 1 (Impdh1), mRNA.	NA	NA
Upstream	chr6	029270468	029271696	uc012eiw.1	Hilpda	+	-1405	Mus musculus hypoxia inducible lipid droplet associated (Hilpda), transcript variant 1, mRNA.	NA	NA
Intron	chr6	029272231	029273617	uc012eiw.1	Hilpda	+	+0437	Mus musculus hypoxia inducible lipid droplet associated (Hilpda), transcript variant 1, mRNA.	NA	NA
5'UTR	chr6	029347470	029348801	uc009bdg.1	Calu	+	+0017	Mus musculus calumenin (Calu), transcript variant 1, mRNA.	NA	NA
Intron	chr6	029467783	029468482	uc009bdp.1	Atp6v1f	+	+0350	Mus musculus ATPase, H+ transporting, lysosomal V1 subunit F (Atp6v1f), mRNA.	NA	NA
Exon/CD	chr6	029485002	029485242	uc009bdt.2	Kcp	-	+22830	Mus musculus kielin/chordin-like protein (Kcp), mRNA.	NA	NA
Exon/CD	chr6	029507761	029507967	uc009bdt.2	Kcp	-	+0088	Mus musculus kielin/chordin-like protein (Kcp), mRNA.	NA	NA
Upstream	chr6	029522452	029524439	uc009bdv.2	Irf5	+	-3179	Mus musculus interferon regulatory factor 5 (Irf5), transcript variant 2, mRNA.	NA	NA
Intron	chr6	029526204	029528910	uc009bdv.2	Irf5	+	+0933	Mus musculus interferon regulatory factor 5 (Irf5), transcript variant 2, mRNA.	NA	NA
Intron	chr6	029540520	029540756	uc009bdv.2	Irf5	+	+14014	Mus musculus interferon regulatory factor 5 (Irf5), transcript variant 2, mRNA.	NA	NA
Upstream	chr6	029609277	029610259	uc009bdy.1	Tnpo3	-	-0161	Mus musculus transportin 3 (Tnpo3), mRNA.	NA	NA
5'UTR	chr6	029694270	029694499	uc009bec.1	Tspan33	+	+0129	Mus musculus tetraspanin 33 (Tspan33), mRNA.	NA	NA
5'UTR	chr6	029735456	029736473	uc009bee.1	AK053708	+	+0462	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130209N16 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr6	029767713	029768179	uc009bei.2	Ahcyl2	+	-0496	Mus musculus S-adenosylhomocysteine hydrolase-like 2 (Ahcyl2), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr6	029768513	029769075	uc009bei.2	Ahcyl2	+	+0352	Mus musculus S-adenosylhomocysteine hydrolase-like 2 (Ahcyl2), transcript variant 1, mRNA.	NA	NA
Intron	chr6	029849049	029850464	uc009bei.2	Ahcyl2	+	+81314	Mus musculus S-adenosylhomocysteine hydrolase-like 2 (Ahcyl2), transcript variant 1, mRNA.	NA	NA
Intron	chr6	030047214	030049038	uc009bew.1	Nrf1	+	+0139	Mus musculus nuclear respiratory factor 1 (Nrf1), transcript variant 1, mRNA.	NA	NA
3'UTR	chr6	030211052	030212949	uc009bez.3	Ube2h	-	+92539	Mus musculus ubiquitin-conjugating enzyme E2H (Ube2h), transcript variant 1, mRNA.	NA	NA
Intron	chr6	030231117	030231795	uc009bez.3	Ube2h	-	+73083	Mus musculus ubiquitin-conjugating enzyme E2H (Ube2h), transcript variant 1, mRNA.	NA	NA
Intron	chr6	030232261	030232572	uc009bez.3	Ube2h	-	+72123	Mus musculus ubiquitin-conjugating enzyme E2H (Ube2h), transcript variant 1, mRNA.	NA	NA
Intron	chr6	030299263	030304944	uc009bez.3	Ube2h	-	+2436	Mus musculus ubiquitin-conjugating enzyme E2H (Ube2h), transcript variant 1, mRNA.	NA	NA
Downstream	chr6	030307445	030308587	uc009bfb.1	AK007083	+	+3412	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700095J07 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr6	030390690	030391475	uc009bfd.1	Zc3hc1	-	-0072	Mus musculus zinc finger, C3HC type 1 (Zc3hc1), mRNA.	NA	NA
Intron	chr6	030400966	030403404	uc009bfe.1	Klhdc10	+	+0277	Mus musculus kelch domain containing 10 (Klhdc10), mRNA.	NA	NA
Intron	chr6	030408864	030410679	uc009bfe.1	Klhdc10	+	+7863	Mus musculus kelch domain containing 10 (Klhdc10), mRNA.	NA	NA
5'UTR	chr6	030509108	030510633	uc009bfl.2	1700025E21Rik	+	+0022	Mus musculus RIKEN cDNA 1700025E21 gene (1700025E21Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr6	030684148	030686168	uc009bfr.1	Tsga14	-	+8524	Mus musculus testis specific gene A14 (Tsga14), mRNA.	NA	NA
Intron	chr6	030692810	030693853	uc009bfr.1	Tsga14	-	+0351	Mus musculus testis specific gene A14 (Tsga14), mRNA.	NA	NA
5'UTR	chr6	030896143	030897277	uc029vty.1	Copg2	-	+0050	Mus musculus coatomer protein complex, subunit gamma 2 (Copg2), mRNA.	NA	NA
Intron	chr6	031189266	031193441	uc009bfy.1	BC145649	-	+27080	Mus musculus brain cDNA, clone MNCb-1768.	NA	NA
Upstream	chr6	031215492	031222628	uc009bfy.1	BC145649	-	-0627	Mus musculus brain cDNA, clone MNCb-1768.	NA	NA
Intron	chr6	031259995	031261418	uc009bga.2	2210408F21Rik	+	+40356	Mus musculus RIKEN cDNA 2210408F21 gene (2210408F21Rik), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr6	031316893	031322834	uc009bga.2	2210408F21Rik	+	+99513	Mus musculus RIKEN cDNA 2210408F21 gene (2210408F21Rik), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr6	031385365	031385914	uc009bgb.2	Gm13845	-	+13134	Mus musculus predicted gene 13845 (Gm13845), non-coding RNA.	NA	NA
Intron	chr6	031389611	031391096	uc009bgb.2	Gm13845	-	+8420	Mus musculus predicted gene 13845 (Gm13845), non-coding RNA.	NA	NA
Upstream	chr6	031396905	031400743	uc009bgf.1	Mkln1	+	-0003	Mus musculus muskelin 1, intracellular mediator containing kelch motifs (Mkln1), mRNA.	NA	NA
Intron	chr6	031478534	031480190	uc009bgf.1	Mkln1	+	+80535	Mus musculus muskelin 1, intracellular mediator containing kelch motifs (Mkln1), mRNA.	NA	NA
Intron	chr6	031499882	031500272	uc009bgf.1	Mkln1	+	+101250	Mus musculus muskelin 1, intracellular mediator containing kelch motifs (Mkln1), mRNA.	NA	NA
Intron	chr6	031543802	031544396	uc009bgh.2	Podxl	-	+19838	Mus musculus podocalyxin-like (Podxl), mRNA.	NA	NA
Intron	chr6	032395684	032397872	uc009bgm.3	Plxna4	-	+191414	Mus musculus plexin A4 (Plxna4), mRNA.	NA	NA
Intron	chr6	032395684	032397872	uc009bgm.3	Plxna4	-	+191414	Mus musculus plexin A4 (Plxna4), mRNA.	NA	NA
Intron	chr6	032479391	032480489	uc009bgm.3	Plxna4	-	+108252	Mus musculus plexin A4 (Plxna4), mRNA.	NA	NA
Intron	chr6	032510485	032510890	uc009bgm.3	Plxna4	-	+77505	Mus musculus plexin A4 (Plxna4), mRNA.	NA	NA
Intron	chr6	032511248	032511935	uc009bgm.3	Plxna4	-	+76601	Mus musculus plexin A4 (Plxna4), mRNA.	NA	NA
5'UTR	chr6	032587473	032588028	uc009bgm.3	Plxna4	-	+0442	Mus musculus plexin A4 (Plxna4), mRNA.	NA	NA
Intron	chr6	033059141	033060263	uc009bgo.1	Chchd3	-	+0450	Mus musculus coiled-coil-helix-coiled-coil-helix domain containing 3 (Chchd3), mRNA.	NA	NA
Upstream	chr6	033248388	033249537	uc009bgt.1	Exoc4	+	-0187	Mus musculus exocyst complex component 4 (Exoc4), mRNA.	NA	NA
Intron	chr6	034176478	034176993	uc009bgx.1	Slc35b4	-	+0319	Mus musculus solute carrier family 35, member B4 (Slc35b4), mRNA.	NA	NA
Upstream	chr6	034316961	034318322	uc009bgy.2	Akr1b3	-	-0152	Mus musculus aldo-keto reductase family 1, member B3 (aldose reductase) (Akr1b3), mRNA.	NA	NA
Intron	chr6	034354330	034355360	uc009bgz.1	Akr1b8	+	+0682	Mus musculus aldo-keto reductase family 1, member B8 (Akr1b8), mRNA.	NA	NA
Downstream	chr6	034368443	034368909	uc009bgz.1	Akr1b8	+	+14513	Mus musculus aldo-keto reductase family 1, member B8 (Akr1b8), mRNA.	NA	NA
Intron	chr6	034384020	034384984	uc009bhb.1	Akr1b10	+	+0256	Mus musculus aldo-keto reductase family 1, member B10 (aldose reductase) (Akr1b10), mRNA.	NA	NA
Intron	chr6	034412307	034413421	uc009bhd.2	Akr1b7	+	+0503	Mus musculus aldo-keto reductase family 1, member B7 (Akr1b7), mRNA.	NA	NA
Upstream	chr6	034475206	034476760	uc009bhg.1	Bpgm	+	-0372	Mus musculus 2,3-bisphosphoglycerate mutase (Bpgm), mRNA.	NA	NA
Intron	chr6	034494743	034496354	uc009bhg.1	Bpgm	+	+19193	Mus musculus 2,3-bisphosphoglycerate mutase (Bpgm), mRNA.	NA	NA
Intron	chr6	034494743	034496354	uc009bhg.1	Bpgm	+	+19193	Mus musculus 2,3-bisphosphoglycerate mutase (Bpgm), mRNA.	NA	NA
Intron	chr6	034599597	034599949	uc009bhi.1	Cald1	+	+1230	Mus musculus caldesmon 1 (Cald1), mRNA.	NA	NA
Intron	chr6	034609444	034611301	uc009bhi.1	Cald1	+	+11829	Mus musculus caldesmon 1 (Cald1), mRNA.	NA	NA
Intron	chr6	034609444	034611301	uc009bhi.1	Cald1	+	+11829	Mus musculus caldesmon 1 (Cald1), mRNA.	NA	NA
5'UTR	chr6	034780361	034781468	uc009bhr.1	Agbl3	+	+0483	Mus musculus ATP/GTP binding protein-like 3 (Agbl3), mRNA.	NA	NA
Intron	chr6	034861444	034867550	uc009bhu.1	Tmem140	+	+1352	Mus musculus transmembrane protein 140 (Tmem140), mRNA.	NA	NA
Intron	chr6	034861444	034867550	uc009bhu.1	Tmem140	+	+1352	Mus musculus transmembrane protein 140 (Tmem140), mRNA.	NA	NA
Intron	chr6	034861444	034867550	uc009bhu.1	Tmem140	+	+1352	Mus musculus transmembrane protein 140 (Tmem140), mRNA.	NA	NA
Intron	chr6	034868327	034869438	uc009bhu.1	Tmem140	+	+5737	Mus musculus transmembrane protein 140 (Tmem140), mRNA.	NA	NA
Intron	chr6	034869756	034870978	uc009bhu.1	Tmem140	+	+7222	Mus musculus transmembrane protein 140 (Tmem140), mRNA.	NA	NA
Intron	chr6	034873430	034878854	uc009bhw.2	3110062M04Rik	-	+1923	Mus musculus RIKEN cDNA 3110062M04 gene (3110062M04Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr6	034873430	034878854	uc009bhw.2	3110062M04Rik	-	+1923	Mus musculus RIKEN cDNA 3110062M04 gene (3110062M04Rik), transcript variant 1, mRNA.	NA	NA
Intron	chr6	034895769	034897416	uc009bhz.1	Wdr91	-	+14239	Mus musculus WD repeat domain 91 (Wdr91), mRNA.	NA	NA
Intron	chr6	034899483	034899764	uc009bhz.1	Wdr91	-	+11208	Mus musculus WD repeat domain 91 (Wdr91), mRNA.	NA	NA
Intron	chr6	034906495	034908467	uc009bhz.1	Wdr91	-	+3350	Mus musculus WD repeat domain 91 (Wdr91), mRNA.	NA	NA
Exon/CD	chr6	034910282	034911244	uc009bhz.1	Wdr91	-	+0068	Mus musculus WD repeat domain 91 (Wdr91), mRNA.	NA	NA
5'UTR	chr6	035132987	035134340	uc009bid.2	Cnot4	-	+0074	Mus musculus CCR4-NOT transcription complex, subunit 4 (Cnot4), transcript variant 1, mRNA.	NA	NA
Intron	chr6	035177281	035179914	uc009bik.2	Nup205	+	+0982	Mus musculus nucleoporin 205 (Nup205), mRNA.	NA	NA
Intron	chr6	035180237	035181492	uc009bik.2	Nup205	+	+3249	Mus musculus nucleoporin 205 (Nup205), mRNA.	NA	NA
Intron	chr6	035252290	035257910	uc009bin.2	1810058I24Rik	+	+2402	Mus musculus RIKEN cDNA 1810058I24 gene (1810058I24Rik), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr6	035252290	035257910	uc009bin.2	1810058I24Rik	+	+2402	Mus musculus RIKEN cDNA 1810058I24 gene (1810058I24Rik), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr6	035252290	035257910	uc009bin.2	1810058I24Rik	+	+2402	Mus musculus RIKEN cDNA 1810058I24 gene (1810058I24Rik), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr6	035271993	035274259	uc009bip.2	Slc13a4	-	+35000	Mus musculus solute carrier family 13 (sodium/sulfate symporters), member 4 (Slc13a4), mRNA.	NA	NA
Intron	chr6	035288171	035288385	uc009bip.2	Slc13a4	-	+19848	Mus musculus solute carrier family 13 (sodium/sulfate symporters), member 4 (Slc13a4), mRNA.	NA	NA
Intron	chr6	035295835	035296938	uc009bip.2	Slc13a4	-	+11740	Mus musculus solute carrier family 13 (sodium/sulfate symporters), member 4 (Slc13a4), mRNA.	NA	NA
Intron	chr6	035297265	035299190	uc009bip.2	Slc13a4	-	+9899	Mus musculus solute carrier family 13 (sodium/sulfate symporters), member 4 (Slc13a4), mRNA.	NA	NA
Intron	chr6	035302331	035303363	uc009bip.2	Slc13a4	-	+5279	Mus musculus solute carrier family 13 (sodium/sulfate symporters), member 4 (Slc13a4), mRNA.	NA	NA
Intron	chr6	035526029	035526310	uc009bit.2	Mtpn	-	+13719	Mus musculus myotrophin (Mtpn), mRNA.	NA	NA
Intron	chr6	035539190	035539833	uc009bit.2	Mtpn	-	+0377	Mus musculus myotrophin (Mtpn), mRNA.	NA	NA
Intron	chr6	037354607	037355460	uc009bjf.2	Creb3l2	-	+87115	Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA.	NA	NA
Intron	chr6	037396290	037400947	uc009bjf.2	Creb3l2	-	+43530	Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA.	NA	NA
Intron	chr6	037431096	037431495	uc009bjf.2	Creb3l2	-	+10853	Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA.	NA	NA
Intron	chr6	037431846	037432412	uc009bjf.2	Creb3l2	-	+10019	Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA.	NA	NA
Intron	chr6	037440096	037442197	uc009bjf.2	Creb3l2	-	+1002	Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA.	NA	NA
Upstream	chr6	037442517	037443283	uc009bjf.2	Creb3l2	-	-0752	Mus musculus cAMP responsive element binding protein 3-like 2 (Creb3l2), mRNA.	NA	NA
Upstream	chr6	037528200	037531982	uc009bjg.2	Akr1d1	+	-0081	Mus musculus aldo-keto reductase family 1, member D1 (Akr1d1), mRNA.	NA	NA
Upstream	chr6	037528200	037531982	uc009bjg.2	Akr1d1	+	-0081	Mus musculus aldo-keto reductase family 1, member D1 (Akr1d1), mRNA.	NA	NA
Exon/CD	chr6	037532355	037532897	uc009bjg.2	Akr1d1	+	+2454	Mus musculus aldo-keto reductase family 1, member D1 (Akr1d1), mRNA.	NA	NA
Intron	chr6	037533566	037534495	uc009bjg.2	Akr1d1	+	+3858	Mus musculus aldo-keto reductase family 1, member D1 (Akr1d1), mRNA.	NA	NA
Intron	chr6	037536593	037542707	uc009bjg.2	Akr1d1	+	+9478	Mus musculus aldo-keto reductase family 1, member D1 (Akr1d1), mRNA.	NA	NA
Exon/CD	chr6	037870358	037872122	uc009bjk.1	Trim24	+	+0430	Mus musculus tripartite motif-containing 24 (Trim24), mRNA.	NA	NA
Intron	chr6	037925963	037927977	uc009bjk.1	Trim24	+	+56160	Mus musculus tripartite motif-containing 24 (Trim24), mRNA.	NA	NA
Exon/CD	chr6	038048888	038049140	uc009bjp.2	Atp6v0a4	-	+75572	Mus musculus ATPase, H+ transporting, lysosomal V0 subunit A4 (Atp6v0a4), mRNA.	NA	NA
3'UTR	chr6	038123153	038123571	uc009bjt.2	D630045J12Rik	-	+130647	Mus musculus RIKEN cDNA D630045J12 gene (D630045J12Rik), mRNA.	NA	NA
3'UTR	chr6	038299008	038299253	uc009bjy.1	AK137583	+	+0096	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830147F01 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr6	038334656	038336068	uc009bjz.2	Zc3hav1	-	+19241	Mus musculus zinc finger CCCH type, antiviral 1 (Zc3hav1), transcript variant 1, mRNA.	NA	NA
Intron	chr6	038338399	038339075	uc009bjz.2	Zc3hav1	-	+15866	Mus musculus zinc finger CCCH type, antiviral 1 (Zc3hav1), transcript variant 1, mRNA.	NA	NA
Intron	chr6	038341743	038343960	uc009bjz.2	Zc3hav1	-	+11752	Mus musculus zinc finger CCCH type, antiviral 1 (Zc3hav1), transcript variant 1, mRNA.	NA	NA
5'UTR	chr6	038353406	038355330	uc009bjz.2	Zc3hav1	-	+0235	Mus musculus zinc finger CCCH type, antiviral 1 (Zc3hav1), transcript variant 1, mRNA.	NA	NA
Upstream	chr6	038380778	038381474	uc009bkc.1	Ttc26	+	-0397	Mus musculus tetratricopeptide repeat domain 26 (Ttc26), mRNA.	NA	NA
Upstream	chr6	038433110	038434885	uc009bkd.1	BC099561	-	-0214	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700021L22 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr6	038531507	038531865	uc009bki.1	1110001J03Rik	+	-3174	Mus musculus RIKEN cDNA 1110001J03 gene (1110001J03Rik), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr6	038532743	038535486	uc009bki.1	1110001J03Rik	+	-0746	Mus musculus RIKEN cDNA 1110001J03 gene (1110001J03Rik), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr6	038549782	038552400	uc009bkm.2	Luc7l2	+	-0352	Mus musculus LUC7-like 2 (S. cerevisiae) (Luc7l2), transcript variant 1, mRNA.	NA	NA
Intron	chr6	038753436	038755073	uc009bkx.2	Hipk2	-	+121936	Mus musculus homeodomain interacting protein kinase 2 (Hipk2), transcript variant 2, mRNA.	NA	NA
Intron	chr6	038753436	038755073	uc009bkx.2	Hipk2	-	+121936	Mus musculus homeodomain interacting protein kinase 2 (Hipk2), transcript variant 2, mRNA.	NA	NA
Intron	chr6	038769916	038770299	uc009bkx.2	Hipk2	-	+106083	Mus musculus homeodomain interacting protein kinase 2 (Hipk2), transcript variant 2, mRNA.	NA	NA
Intron	chr6	038770877	038771842	uc009bkx.2	Hipk2	-	+104831	Mus musculus homeodomain interacting protein kinase 2 (Hipk2), transcript variant 2, mRNA.	NA	NA
Intron	chr6	038810895	038814189	uc009bkx.2	Hipk2	-	+63648	Mus musculus homeodomain interacting protein kinase 2 (Hipk2), transcript variant 2, mRNA.	NA	NA
Intron	chr6	038810895	038814189	uc009bkx.2	Hipk2	-	+63648	Mus musculus homeodomain interacting protein kinase 2 (Hipk2), transcript variant 2, mRNA.	NA	NA
